9874=6690,10737,8544,20141,13717,9874
39975=6690,7146,44860,43308,14679,39975
31123=6690,1637,38478,12125,37890,31123
4911=6690,25272,42358,11939,38608,4911
30920=6690,11046,4993,7194,29635,30920
4546=6690,44000,7262,47008,12502,4546
6976=6690,35037,13733,24700,37767,6976
49468=6690,5216,47522,9368,26706,49468
19900=6690,15944,7114,8728,13555,19900
36877=6690,6966,29878,42375,48887,36877
33338=6690,20622,42424,9688,33770,33338
18707=6690,33928,32482,42217,14326,18707
2002=6690,30615,26225,40622,30466,2002
44635=6690,21770,10760,46457,36648,44635
37896=6690,17871,5802,6620,9169,37896
21395=6690,2776,15816,22952,11070,21395
49784=6690,26378,32969,44471,27232,49784
34217=6690,32276,44953,37653,41962,34217
36688=6690,25258,12688,25500,15721,36688
34521=6690,45946,4389,40951,1754,34521
22445=6690,24104,12899,13298,39734,22445
12972=6690,47427,49281,30333,29909,12972
29127=6690,10966,25907,18279,12507,29127
10575=6690,10254,4397,18821,34166,10575
28897=6690,40219,44208,28349,28446,28897
14897=6690,27273,39972,31351,41318,14897
25156=6690,4385,47059,17634,46540,25156
40689=6690,45854,41967,17716,245,40689
33911=6690,45249,5253,31171,19907,33911
28959=6690,47292,610,22370,8247,28959
35901=6690,3392,28152,33626,31415,35901
40837=6690,17270,5891,46752,14229,40837
48367=6690,25561,33953,6267,20477,48367
34303=6690,40068,28345,34293,45639,34303
4434=6690,34124,6828,49187,16483,4434
25046=6690,22588,2918,13744,13382,25046
26762=6690,2232,45879,44145,8942,26762
44370=6690,15233,6223,12168,47056,44370
49206=6690,32054,42338,40419,48297,49206
44610=6690,35234,27369,40378,29743,44610
5064=6690,39326,20378,9070,3881,5064
24234=6690,33104,3050,19288,25942,24234
27886=6690,6430,6615,268,35063,27886
26220=6690,23820,1662,38796,19623,26220
7244=6690,46770,44391,8320,12878,7244
28559=6690,22059,14669,6083,44855,28559
423=6690,26453,41587,3608,7695,423
19765=6690,11072,12861,22112,48727,19765
43470=6690,36218,41681,11230,18782,43470
7183=6690,43346,9622,15164,24683,7183
4469=6690,47574,25687,20877,15861,4469
26109=6690,46581,48321,4991,30377,26109
7945=6690,47074,1975,10667,10232,7945
15084=6690,28017,28045,36197,13461,15084
10379=6690,43745,16693,11012,19650,10379
27131=6690,20243,13836,39728,5797,27131
46388=6690,12763,18656,47773,7061,46388
34624=6690,23106,37097,12284,13318,34624
22529=6690,20764,29629,4039,3515,22529
45169=6690,13283,25968,27450,11598,45169
24007=6690,2251,17291,8242,40051,24007
38948=6690,7766,35427,20077,29550,38948
21772=6690,21644,9526,48117,421,21772
12470=6690,46654,16727,21771,46109,12470
5589=6690,6456,42427,24030,44725,5589
46700=6690,29007,13129,42818,49460,46700
48926=6690,1379,37175,22447,5623,48926
22206=6690,36612,4543,6247,30469,22206
31852=6690,42079,33134,12699,25047,31852
29575=6690,29261,41520,25679,22482,29575
46315=6690,15791,34289,45606,20926,46315
8057=6690,17292,15617,48502,7877,8057
47290=6690,28505,16394,23224,31328,47290
15342=6690,4019,2740,36437,9231,15342
13455=6690,651,23619,31215,35446,13455
1137=6690,559,1771,24729,18291,1137
40992=6690,2907,30912,36112,40100,40992
17531=6690,35371,29548,22159,5462,17531
40526=6690,20529,42026,11260,7939,40526
31793=6690,21257,5709,17177,23250,31793
10630=6690,3011,41257,3021,31365,10630
7982=6690,32253,49004,8889,47512,7982
7682=6690,22681,26769,12356,6889,7682
4136=6690,28617,37208,36035,13848,4136
15768=6690,3767,28070,2798,32745,15768
29394=6690,728,43446,2241,16829,29394
39491=6690,19292,38204,24838,10217,39491
19293=6690,26771,45253,43542,49794,19293
19973=6690,24084,14827,27675,37595,19973
1097=6690,29242,13499,49863,47122,1097
42138=6690,39499,3633,45427,24597,42138
21846=6690,39165,15265,42765,33470,21846
38175=6690,23574,24442,48168,48413,38175
46773=6690,13551,5238,29558,28037,46773
10014=6690,15814,24908,5065,19036,10014
18966=6690,9939,48337,8294,10745,18966
23059=6690,30088,34058,5921,24661,23059
34808=6690,3575,48464,39146,47040,34808
37509=6690,4302,21658,40491,23931,37509
6761=6690,19068,25170,27922,20132,6761
14635=6690,40630,4192,6333,48331,14635
38089=6690,26700,29534,21307,4773,38089
42123=6690,2215,19801,46039,8845,42123
30742=6690,31737,7574,42403,26437,30742
16355=6690,38000,48074,21486,17219,16355
26457=6690,45921,18435,38205,24020,26457
13464=6690,44100,1970,424,27266,13464
47208=6690,30429,37247,3214,1349,47208
3245=6690,18417,32371,30305,42708,3245
10355=6690,21330,43561,47219,1875,10355
42354=6690,14711,19547,13804,41804,42354
4844=6690,35597,44249,3782,35348,4844
49973=6690,48741,33313,15567,37823,49973
20024=6690,452,45628,11055,21629,20024
47215=6690,20334,39279,1135,46471,47215
40486=6690,10940,34604,25940,44844,40486
47444=6690,27912,30040,46858,39854,47444
40456=6690,12268,37012,22452,16079,40456
36149=6690,22210,7351,44907,49171,36149
19492=6690,21196,49630,30564,31955,19492
21678=6690,3087,30809,17235,93,21678
32821=6690,18956,34246,26269,36220,32821
17992=6690,9036,36964,41739,37174,17992
26075=6690,28961,41566,44221,48003,26075
11068=6690,34968,1760,25603,22697,11068
5634=6690,45815,14845,9866,6395,5634
43940=6690,24889,43187,9782,37898,43940
5459=6690,46073,10781,40865,47238,5459
37650=6690,30925,16176,35190,7180,37650
27029=6690,30718,17375,46825,23816,27029
25302=6690,49141,22645,27280,22079,25302
42289=6690,4516,24998,28542,17165,42289
22948=6690,5543,20528,1930,14375,22948
11237=6690,26750,42541,4050,1005,11237
20006=6690,48644,389,9809,10098,20006
46856=6690,27052,33442,30317,44404,46856
40274=6690,15426,29458,1688,10511,40274
23819=6690,8542,4062,39566,36084,23819
19507=6690,33064,36966,2023,18379,19507
49240=6690,26094,35550,12214,43698,49240
15092=6690,26178,45954,39041,4965,15092
30612=6690,46632,19086,19191,44955,30612
24737=6690,39496,14681,22435,2747,24737
12348=6690,48389,19335,47187,30146,12348
17025=6690,42912,31807,29486,16903,17025
14814=6690,46067,27051,45298,25974,14814
31717=6690,32167,4153,43659,33831,31717
8425=6690,23982,3870,20456,38030,8425
8930=6690,20522,47553,11397,28972,8930
7014=6690,41238,44879,43686,8390,7014
30816=6690,44082,45724,11103,37340,30816
24355=6690,41062,7156,39894,34806,24355
2212=6690,17360,41937,37816,12127,2212
24191=6690,15260,39639,1615,45184,24191
19466=6690,41433,11861,14638,8858,19466
5613=6690,44983,43423,23946,40117,5613
5977=6690,32065,33288,20975,5272,5977
17155=6690,49030,41155,22444,10375,17155
36805=6690,5402,11044,38723,23565,36805
30209=6690,48034,10294,15967,13220,30209
49951=6690,48760,47346,12728,13711,49951
18084=6690,14887,22739,31834,24141,18084
22758=6690,2639,37469,36540,43676,22758
36117=6690,26227,31097,12076,23777,36117
27315=6690,34889,5887,17233,19051,27315
48920=6690,24873,23909,13233,33927,48920
15735=6690,40010,41156,9183,29500,15735
39589=6690,27900,28303,25090,6013,39589
17723=6690,9999,45177,9120,27473,17723
20440=6690,1127,27865,36146,10239,20440
5140=6690,11927,26670,43505,8935,5140
38029=6690,46071,2936,27087,36251,38029
43143=6690,21323,41784,28477,37752,43143
10002=6690,11036,23500,36895,908,10002
45117=6690,22846,28277,40924,5142,45117
48345=6690,3266,10780,857,34327,48345
42019=6690,37943,19270,37875,13297,42019
24056=6690,30741,33382,324,28183,24056
32448=6690,25469,19919,22381,41759,32448
34284=6690,47577,27622,28886,27503,34284
27031=6690,40761,29928,16865,23169,27031
31787=6690,28488,31420,34558,4148,31787
42006=6690,30957,23428,16381,8121,42006
33122=6690,81,522,1373,24487,33122
22778=6690,10499,37273,46844,22720,22778
12335=6690,7009,28038,140,48681,12335
43092=6690,44992,11915,35482,444,43092
49992=6690,40838,11340,22898,12143,49992
14110=6690,2534,34985,11034,46154,14110
4957=6690,13071,14491,30796,33119,4957
46756=6690,32390,28082,43902,41111,46756
22105=6690,17004,30681,7631,45549,22105
33024=6690,22279,49690,46919,9152,33024
4068=6690,20490,11879,37057,32118,4068
361=6690,41700,27752,36558,22242,361
5321=6690,19442,2099,2176,22422,5321
23888=6690,47849,29918,40455,22421,23888
27394=6690,32127,10896,33273,41637,27394
18133=6690,13354,42536,6585,47394,18133
27356=6690,33201,3525,45802,7486,27356
29174=6690,11847,3429,1164,40364,29174
24033=6690,34741,1726,10421,12376,24033
41236=6690,24111,25183,49209,17503,41236
2041=6690,3451,14641,7130,537,2041
21474=6690,36107,45912,23509,12761,21474
40719=6690,29050,20161,199,4350,40719
40146=6690,41286,33974,7116,40373,40146
16852=6690,18441,36230,7444,21655,16852
23020=6690,49131,15007,44271,5015,23020
40342=6690,33510,6225,49829,32246,40342
17941=6690,25683,6577,13653,9023,17941
7091=6690,39386,6838,11167,30654,7091
29626=6690,49818,36585,43540,25035,29626
37897=6690,3771,26926,43721,32426,37897
20511=6690,42774,21416,19133,12157,20511
37807=6690,31044,612,40678,49471,37807
29265=6690,12434,24356,5778,47446,29265
614=6690,43575,40362,29869,6874,614
44724=6690,12475,47251,11723,8507,44724
33572=6690,11293,25885,39102,20280,33572
23134=6690,5564,47578,33920,47825,23134
7294=6690,10019,36568,6930,18073,7294
21697=6690,20745,26512,34576,18777,21697
33285=6690,23058,45251,49971,3318,33285
33847=6690,11703,39600,5943,41063,33847
3895=6690,29043,4800,18210,21078,3895
36962=6690,26006,2367,36791,34909,36962
11=6690,18433,19007,36751,2652,11
43058=6690,39909,31539,31853,17982,43058
28730=6690,23696,36269,39242,9283,28730
24262=6690,3651,40959,21869,20069,24262
36419=6690,19032,47955,42607,38026,36419
31468=6690,38023,27589,41550,28843,31468
36282=6690,36963,28707,37118,37613,36282
1073=6690,17578,26747,1727,25273,1073
47513=6690,21532,15654,37468,13860,47513
48970=6690,40223,26124,7178,13447,48970
43324=6690,16690,38625,42599,30950,43324
35228=6690,16294,29448,6014,33768,35228
24518=6690,17735,16308,3751,22514,24518
42245=6690,2315,5410,32049,39981,42245
32561=6690,25595,43007,21506,38137,32561
19825=6690,35603,38986,14364,29107,19825
32067=6690,18339,44990,39893,25735,32067
38627=6690,3453,27303,34774,15849,38627
17761=6690,34033,83,35929,45818,17761
44822=6690,2435,17678,27066,9761,44822
3365=6690,18397,9724,17230,2286,3365
8142=6690,5512,34472,13919,44272,8142
11235=6690,17386,49821,14807,24310,11235
6764=6690,12124,14193,68,16800,6764
29138=6690,38387,2589,20019,18144,29138
17475=6690,47055,25575,565,17363,17475
43348=6690,32766,32440,36235,36850,43348
37349=6690,11784,23970,2604,23507,37349
47842=6690,10900,16224,26879,26864,47842
7260=6690,49933,38310,48292,39755,7260
2572=6690,11504,44818,48828,40283,2572
12882=6690,38097,12447,22163,44037,12882
2210=6690,41789,49758,48405,17849,2210
15143=6690,2549,30210,10759,30234,15143
8640=6690,21662,22702,47054,22025,8640
22243=6690,41076,36582,28401,36075,22243
16687=6690,38686,15235,35747,36900,16687
32991=6690,28463,30029,44063,9774,32991
12058=6690,6232,44806,46742,11909,12058
37550=6690,2846,12682,11188,49122,37550
25152=6690,34651,29249,15623,28567,25152
4326=6690,2393,19992,5021,33514,4326
45310=6690,10479,13436,48842,43487,45310
16156=6690,26490,17599,18460,32757,16156
4209=6690,15365,14523,29628,25734,4209
39154=6690,38338,19496,21779,25895,39154
46511=6690,46517,7645,7103,42715,46511
39053=6690,6767,16496,6032,33884,39053
36514=6690,13641,29772,33840,8252,36514
38696=6690,31553,30241,8398,31684,38696
1152=6690,31363,22993,18256,35561,1152
6990=6690,46758,9450,3192,35027,6990
9335=6690,44571,887,1997,44018,9335
6501=6690,2012,48121,10233,27208,6501
38055=6690,28670,399,42520,16120,38055
14234=6690,12909,44837,14389,45498,14234
7718=6690,19473,12313,22151,26643,7718
23831=6690,23527,35233,27952,22474,23831
32300=6690,11640,37629,30238,6882,32300
13117=6690,7748,13795,26801,38374,13117
12073=6690,43670,35963,35984,25426,12073
48042=6690,30758,31223,9861,34612,48042
4506=6690,12242,20417,35407,23009,4506
40105=6690,15075,47673,36428,22202,40105
21539=6690,2633,1693,4023,27830,21539
5094=6690,924,353,33089,31147,5094
28827=6690,35478,19447,11609,30053,28827
15560=6690,6569,26309,42974,32411,15560
29479=6690,11079,30279,158,247,29479
19806=6690,3772,40591,39676,42860,19806
6718=6690,47451,16844,38360,5230,6718
22807=6690,20018,1234,36533,47124,22807
16060=6690,25705,35073,32587,4168,16060
39921=6690,30895,46287,27800,10238,39921
381=6690,13658,47985,3046,13293,381
33858=6690,15246,16526,33498,2316,33858
42701=6690,5180,31694,26394,24001,42701
38856=6690,1678,13016,28164,16486,38856
43963=6690,26682,47005,11854,36436,43963
37744=6690,21409,21858,45504,26637,37744
20061=6690,12575,31214,47031,34098,20061
10873=6690,30313,31034,1540,34640,10873
28851=6690,2826,24168,6375,1983,28851
33544=6690,5871,48447,550,28820,33544
3311=6690,48949,44542,5837,27770,3311
25141=6690,10481,47700,20727,8982,25141
43973=6690,2397,13516,40673,8298,43973
3913=6690,43602,38873,3720,16568,3913
48315=6690,31075,20980,2978,25554,48315
19349=6690,2429,32887,48935,25039,19349
18363=6690,14080,25872,22813,15843,18363
17768=6690,8847,7255,39356,38731,17768
38798=6690,32040,41122,20455,23147,38798
8052=6690,1772,49380,25235,26745,8052
47374=6690,22301,7037,18815,41325,47374
9207=6690,15459,372,7370,20563,9207
42738=6690,43350,33034,45279,18478,42738
6228=6690,39806,34571,20652,26406,6228
17423=6690,41030,22240,41444,4255,17423
24245=6690,34562,22570,17027,25511,24245
9299=6690,24832,8906,43178,40685,9299
38410=6690,16734,3375,40718,42294,38410
31502=6690,11200,35251,4718,6189,31502
3987=6690,18485,47931,38198,15649,3987
48415=6690,46015,31141,32801,24696,48415
7291=6690,10851,49320,10783,44827,7291
46875=6690,43438,38041,20798,42096,46875
44549=6690,3558,24235,6018,3255,44549
6042=6690,38496,27245,12961,7455,6042
14158=6690,22716,12172,49861,39007,14158
49488=6690,23030,35499,26102,2158,49488
48340=6690,44273,31776,3557,31696,48340
19356=6690,13229,29538,29437,6685,19356
4990=6690,22925,11469,37792,9206,4990
30879=6690,35295,22382,44963,42196,30879
1240=6690,44705,44631,31456,16075,1240
24482=6690,28417,4311,41323,22647,24482
15394=6690,27405,5952,7362,3562,15394
26849=6690,20443,7690,16314,22683,26849
13049=6690,20055,22251,30927,32181,13049
8999=6690,15653,44384,29393,19923,8999
9331=6690,1957,40178,19377,36126,9331
34944=6690,8308,6752,32321,34480,34944
18795=6690,1730,40309,31035,24299,18795
41335=6690,32649,21769,9689,4586,41335
15209=6690,15590,31192,41338,3484,15209
32301=6690,36073,8977,11483,38663,32301
11928=6690,20222,49343,32520,40227,11928
35227=6690,24005,11999,7926,9779,35227
33410=6690,22308,4881,14495,15213,33410
42864=6690,48048,15126,16552,39789,42864
19073=6690,17784,9897,9073,583,19073
21324=6690,8199,22754,28265,18967,21324
3085=6690,12473,47677,4117,35033,3085
10112=6690,45341,31836,30387,29100,10112
17501=6690,29553,4494,20420,4259,17501
44553=6690,1562,21513,40941,15897,44553
39905=6690,31753,6000,10934,33830,39905
30331=6690,28958,346,34515,46386,30331
39643=6690,8078,21497,2908,17134,39643
43322=6690,31766,30845,33361,2969,43322
32870=6690,3946,42733,32290,20856,32870
41760=6690,47934,18975,13689,2711,41760
40523=6690,28215,43618,28549,367,40523
45868=6690,35598,15802,43818,42109,45868
42371=6690,9227,23949,12990,28902,42371
19158=6690,16990,11972,26056,25856,19158
16365=6690,11257,40553,47907,22531,16365
48275=6690,23763,47807,35196,9142,48275
1482=6690,13210,21195,4006,29727,1482
41669=6690,1886,29034,28244,36187,41669
45558=6690,38186,1318,9193,6179,45558
29969=6690,3662,49316,18941,41688,29969
48496=6690,2449,35548,43102,4437,48496
38085=6690,24757,13935,44013,48437,38085
42031=6690,39606,5423,44550,41570,42031
5798=6690,5120,41888,821,33211,5798
9986=6690,9041,23758,28855,11109,9986
31359=6690,38979,38348,41484,47804,31359
29493=6690,42307,21835,16465,1334,29493
6548=6690,40731,46891,21668,21484,6548
35563=6690,32875,47165,39501,28192,35563
28300=6690,4121,9377,14083,46056,28300
20545=6690,33149,40417,32580,42893,20545
31181=6690,35385,30614,2950,32634,31181
11597=6690,48971,2214,33569,42044,11597
24037=6690,22920,44933,35958,32678,24037
4928=6690,45181,27595,34692,1153,4928
18464=6690,1422,4722,31990,19575,18464
7869=6690,27353,49382,20922,22909,7869
108=6690,9108,44397,49805,27471,108
26448=6690,21574,18948,27753,8945,26448
27560=6690,27229,42897,46863,3766,27560
42540=6690,9374,21695,3244,33027,42540
6982=6690,9300,21986,48927,41769,6982
25574=6690,23585,10164,21792,37150,25574
47487=6690,49944,27008,3110,28717,47487
9941=6690,16889,26342,785,48717,9941
10622=6690,32102,8811,36983,17263,10622
13096=6690,6935,22855,36347,16910,13096
28102=6690,44808,40333,23275,41562,28102
11035=6690,36597,22661,500,28976,11035
25531=6690,44645,25930,10567,36309,25531
22190=6690,230,1658,35816,25753,22190
3747=6690,2833,15006,2646,7143,3747
18247=6690,37829,19966,33228,1434,18247
27557=6690,7042,49528,42275,12829,27557
40829=6690,13338,21510,25568,20092,40829
11477=6690,34749,36283,19869,18995,11477
29206=6690,43261,35042,19554,49279,29206
31029=6690,23812,40266,9024,32940,31029
5995=6690,8414,46516,25650,38541,5995
6093=6690,19520,24022,12786,15059,6093
17472=6690,12220,19211,49705,1533,17472
27574=6690,9043,37052,23808,30336,27574
23945=6690,40766,43638,46729,49833,23945
26813=6690,1459,5056,40912,41732,26813
35108=6690,10620,31754,25348,35204,35108
24273=6690,16617,25120,46243,45287,24273
34726=6690,26100,24370,48317,10028,34726
8614=6690,17411,16402,10897,11524,8614
35365=6690,34449,9268,29166,35144,35365
34353=6690,30463,7312,19090,21884,34353
16818=6690,8215,24094,40129,47286,16818
2270=6690,40727,12801,14633,12241,2270
9088=6690,21349,9484,5491,49654,9088
33723=6690,23475,48288,38485,803,33723
4864=6690,19122,42996,20344,12236,4864
42389=6690,22900,40798,28093,39346,42389
7251=6690,14381,7231,24265,28709,7251
11141=6690,2462,36611,47627,21619,11141
16645=6690,49830,33318,37639,12270,16645
10951=6690,24672,21459,25806,39820,10951
21235=6690,26052,34662,3661,42685,21235
30323=6690,48281,42955,40705,27178,30323
32154=6690,44139,39979,36493,4793,32154
4922=6690,46832,29415,1298,22874,4922
46535=6690,38638,25620,4685,16647,46535
22565=6690,8248,36017,47038,25560,22565
43343=6690,45867,31540,7955,46594,43343
44176=6690,19930,29872,27673,25384,44176
37583=6690,19988,42411,22543,31662,37583
44561=6690,47114,33754,12895,40200,44561
44711=6690,30789,8801,22938,3301,44711
7349=6690,34424,7131,42591,28100,7349
26657=6690,9765,34613,38431,28327,26657
8367=6690,22775,9693,35704,22559,8367
42045=6690,29601,32943,30386,43531,42045
17905=6690,25091,18244,39863,25515,17905
32376=6690,12455,24659,3108,3313,32376
29893=6690,10300,45076,999,18170,29893
5050=6690,17135,36058,19941,45002,5050
41951=6690,15273,36278,16089,49402,41951
26066=6690,1129,43657,14243,15742,26066
45219=6690,39366,10385,13462,27841,45219
35675=6690,25865,11410,24439,32027,35675
31106=6690,47655,49556,46270,3939,31106
38523=6690,7673,17786,1535,6970,38523
5223=6690,13247,14453,32074,8178,5223
29010=6690,29679,11560,48520,600,29010
16808=6690,14148,2759,42008,13581,16808
18228=6690,533,20148,10726,49711,18228
12373=6690,33709,17377,14181,28267,12373
39284=6690,32936,6908,16595,42499,39284
26136=6690,26459,20009,42179,49481,26136
450=6690,25648,34754,24019,12303,450
39934=6690,30171,47369,32606,4541,39934
27361=6690,22101,43830,1603,44475,27361
2992=6690,2896,17256,41083,21628,2992
30403=6690,1793,47918,10505,33864,30403
29978=6690,21875,8576,12196,20447,29978
23752=6690,44847,37847,2308,25874,23752
23254=6690,11307,43601,15340,43094,23254
21204=6690,16253,851,1971,816,21204
3631=6690,7482,7165,40618,36316,3631
31451=6690,31376,37004,24825,3785,31451
43154=6690,17750,8270,44440,31440,43154
33365=6690,36171,30764,18456,41467,33365
44411=6690,33613,32272,47681,2113,44411
36154=6690,11878,1785,35662,16410,36154
35992=6690,5483,11889,7689,29297,35992
30835=6690,29522,5844,27672,32835,30835
28154=6690,42027,38704,1714,2154,28154
5201=6690,36640,4228,12233,33099,5201
14621=6690,40565,44672,24643,520,14621
10373=6690,46451,23234,15125,12999,10373
40237=6690,47671,11931,43655,4266,40237
15972=6690,11525,3956,3508,17947,15972
49192=6690,44453,14039,20575,21812,49192
23571=6690,21384,42961,30349,22592,23571
31820=6690,45501,30924,26655,20149,31820
22556=6690,2840,36216,20085,22706,22556
48286=6690,8844,36746,49359,9126,48286
1418=6690,42334,16159,32552,21299,1418
34421=6690,33218,16289,25479,3159,34421
40496=6690,41525,27498,35838,28475,40496
13011=6690,10911,35664,36271,8286,13011
41242=6690,39998,43461,20173,47344,41242
33665=6690,9717,2541,35019,12739,33665
22413=6690,22953,1995,48547,32048,22413
3455=6690,27592,10462,44309,42422,3455
24357=6690,13045,26812,4693,13542,24357
21915=6690,41772,14620,15690,10490,21915
45242=6690,9038,15598,8549,14744,45242
31963=6690,45291,34050,21618,31556,31963
16948=6690,25199,14743,4457,36955,16948
3974=6690,61,38544,47685,47450,3974
10095=6690,8635,29155,13971,1855,10095
9850=6690,39340,12156,34365,13946,9850
39685=6690,29239,46045,10084,45101,39685
4978=6690,31306,22836,7308,27998,4978
31170=6690,28604,44148,3703,9730,31170
39322=6690,35514,46357,18476,33987,39322
40759=6690,49438,1820,11413,39150,40759
6261=6690,45078,11660,8536,12352,6261
15553=6690,32062,10629,24384,4821,15553
17844=6690,33701,5815,35146,4779,17844
36204=6690,2797,15349,11487,2658,36204
9969=6690,14666,1784,39602,5308,9969
49220=6690,45218,33254,21336,39711,49220
21950=6690,36050,5355,6991,44976,21950
32174=6690,19061,17855,44001,12276,32174
41832=6690,37268,29688,5859,29286,41832
48640=6690,40499,43812,27654,17743,48640
1660=6690,43769,37401,4124,23799,1660
25401=6690,3066,49585,9645,29248,25401
22964=6690,44078,4015,22295,35264,22964
26340=6690,12718,19438,30334,33963,26340
9503=6690,36471,13738,25154,12767,9503
3634=6690,30603,1499,1220,36882,3634
45643=6690,42377,33321,45157,15925,45643
4545=6690,31957,48675,32706,46831,4545
48418=6690,23342,36234,18724,46370,48418
8567=6690,35174,28899,47889,4372,8567
3935=6690,26257,29865,28043,30644,3935
3731=6690,44881,4161,40024,2390,3731
3893=6690,16045,2627,20943,23499,3893
11613=6690,41765,13855,5614,10606,11613
19954=6690,41667,7261,8707,19949,19954
38655=6690,16422,24040,48858,48561,38655
30839=6690,37772,28180,12292,16656,30839
23583=6690,588,45484,29537,29697,23583
33628=6690,10242,40608,23401,7200,33628
38398=6690,29554,44929,25818,9131,38398
32463=6690,15636,44333,21583,10890,32463
13981=6690,33425,29847,33797,30888,13981
17418=6690,16231,28359,15930,48175,17418
20093=6690,37642,48303,22368,3544,20093
8097=6690,49710,25747,9751,47377,8097
23744=6690,32073,48097,464,18337,23744
43174=6690,20229,24634,17652,27248,43174
38472=6690,6655,44584,27617,49165,38472
45705=6690,5817,12316,25342,38388,45705
17413=6690,11085,48015,44326,49881,17413
6769=6690,23018,41116,30381,9204,6769
15657=6690,39422,24248,21592,37669,15657
42319=6690,2142,5456,18016,32131,42319
33707=6690,30956,24534,3916,4580,33707
39167=6690,15825,15436,37851,27968,39167
22804=6690,7283,17383,17246,14732,22804
7963=6690,46740,40562,35572,37294,7963
16774=6690,20858,7658,9979,19429,16774
22306=6690,25440,24179,13500,40125,22306
12017=6690,18627,23353,45211,6248,12017
5974=6690,17187,29908,25231,10064,5974
37141=6690,26833,9500,59,111,37141
38475=6690,30412,40504,21710,45440,38475
23960=6690,19092,26783,4106,3537,23960
369=6690,11269,47085,25552,45019,369
22907=6690,47871,21575,44238,31528,22907
35181=6690,2733,11380,44962,598,35181
28301=6690,35914,4608,24012,3652,28301
26134=6690,11451,28292,27636,12149,26134
22446=6690,22612,36201,28480,23220,22446
44067=6690,3844,34170,45839,45991,44067
17455=6690,484,21591,35451,38610,17455
11643=6690,33178,7882,27499,25133,11643
28765=6690,38893,37158,21953,42533,28765
22653=6690,39259,28557,34112,6657,22653
49189=6690,661,10214,31053,9498,49189
26367=6690,16018,34633,35786,36475,26367
12174=6690,16265,30353,31267,47978,12174
38628=6690,13091,5608,24583,24174,38628
20224=6690,47708,45092,32876,41098,20224
37983=6690,36942,34137,3285,23588,37983
44572=6690,17811,25530,4430,29764,44572
12672=6690,46392,25041,10116,21310,12672
6077=6690,2868,41477,47579,13666,6077
16016=6690,14038,45913,42337,35260,16016
17880=6690,14500,1215,6538,41472,17880
10876=6690,35411,41023,33541,3296,10876
18060=6690,27758,43881,7789,3208,18060
17629=6690,15272,39114,1115,35414,17629
43871=6690,22519,1666,1633,44605,43871
5415=6690,47911,46915,17797,27122,5415
26919=6690,34605,7953,9629,29705,26919
11899=6690,31296,22288,11938,20357,11899
31382=6690,19144,9855,21457,8117,31382
36340=6690,36038,41459,40437,42126,36340
15254=6690,15033,31741,45168,16941,15254
24285=6690,5790,42865,40721,40147,24285
4201=6690,17611,21088,6661,48818,4201
24811=6690,11858,5879,10135,38491,24811
45800=6690,28143,46684,18341,16014,45800
20998=6690,29443,40822,33028,7986,20998
30843=6690,13837,4967,30504,27157,30843
39131=6690,5882,22164,34068,20972,39131
24947=6690,7630,10189,40735,35616,24947
13596=6690,34426,1947,14958,10778,13596
286=6690,27053,4847,29805,34397,286
21111=6690,26962,35731,36944,24540,21111
48525=6690,6423,3472,42881,3145,48525
11159=6690,23650,11750,28132,14094,11159
38804=6690,36668,41635,185,33332,38804
24970=6690,25218,13925,25421,33130,24970
16472=6690,47313,23555,10775,48017,16472
8783=6690,3835,36057,49804,21130,8783
2695=6690,10748,1268,33373,29818,2695
17969=6690,45272,28999,34354,24347,17969
7516=6690,27973,36423,20875,31164,7516
6027=6690,34758,17319,15060,45494,6027
33504=6690,24942,19136,17850,28465,33504
28343=6690,13826,26798,29420,24693,28343
37819=6690,46818,10295,30233,23364,37819
19106=6690,27126,34641,45388,34601,19106
10768=6690,16871,16651,17851,11721,10768
10984=6690,20190,2571,34835,30528,10984
12907=6690,4858,29132,6348,8210,12907
11701=6690,33012,44520,9325,26724,11701
26058=6690,36341,44695,5192,31709,26058
32338=6690,39194,13983,37403,49201,32338
17220=6690,25131,19687,34637,5896,17220
16019=6690,15049,12415,28624,1752,16019
47041=6690,6793,39182,27995,5143,47041
34035=6690,28059,7956,7346,13882,34035
27062=6690,8376,5465,31799,26014,27062
26899=6690,44120,33440,31080,48246,26899
18227=6690,25409,15208,37901,27596,18227
18817=6690,24971,34828,27444,18207,18817
29315=6690,37318,16379,18216,13719,29315
31136=6690,16182,24250,6576,532,31136
46761=6690,47399,43192,41837,36897,46761
37604=6690,39052,40580,45773,49909,37604
29499=6690,43861,3258,9388,49462,29499
25633=6690,46613,33930,46469,8967,25633
18911=6690,752,9291,45333,24783,18911
46390=6690,3079,13635,33588,4172,46390
21417=6690,45786,11850,7412,11702,21417
7957=6690,24888,27814,43247,4641,7957
38734=6690,4933,21711,1836,16204,38734
22853=6690,14671,23838,30002,5850,22853
38949=6690,28172,35529,21427,49142,38949
33941=6690,48774,32637,13984,31473,33941
23301=6690,17537,28704,34088,25212,23301
29302=6690,30811,45331,4333,38128,29302
43989=6690,13878,26413,30237,36647,43989
11808=6690,45878,14095,44679,3593,11808
47201=6690,44916,8345,18394,25740,47201
29990=6690,19131,15681,40809,24200,29990
32176=6690,5138,22670,26290,3129,32176
47869=6690,35977,9380,16780,35854,47869
14655=6690,5245,2732,21535,1008,14655
34429=6690,37817,34974,29492,24543,34429
