4154=19756,381,17459,2816,4154
9196=19756,7732,12724,12423,9196
15991=19756,11252,2786,14486,15991
6026=19756,11968,6194,3970,6026
13779=19756,2303,8102,2207,13779
6716=19756,7774,2317,2644,6716
3768=19756,17229,905,2092,3768
1293=19756,7857,10110,18153,1293
19607=19756,15175,7521,12577,19607
19279=19756,4586,15777,5385,19279
16468=19756,17309,13263,9159,16468
9848=19756,4619,8044,6051,9848
4020=19756,10621,15170,2633,4020
10198=19756,16026,7242,4272,10198
17412=19756,17811,13461,19490,17412
721=19756,10027,15556,18375,721
19531=19756,13392,10671,10338,19531
5079=19756,10818,6261,98,5079
12182=19756,1342,14607,4768,12182
10342=19756,2420,13570,14294,10342
11064=19756,7425,5523,6596,11064
12874=19756,10699,13464,14505,12874
8146=19756,3021,15209,14473,8146
14883=19756,16129,829,7589,14883
641=19756,1665,1874,5293,641
15647=19756,3108,15384,8035,15647
9013=19756,4832,4657,13317,9013
5824=19756,6943,372,8296,5824
6413=19756,10216,3609,16399,6413
8027=19756,19526,12123,16871,8027
4525=19756,2213,4759,1167,4525
11135=19756,8337,13638,4223,11135
7400=19756,15833,15254,11264,7400
14095=19756,6544,8546,14839,14095
7734=19756,2295,9396,4626,7734
16809=19756,13674,5412,10502,16809
19972=19756,4886,10531,6017,19972
5454=19756,8255,16096,12784,5454
12926=19756,8183,5910,1289,12926
10102=19756,4216,5984,3225,10102
53=19756,10392,15458,3011,53
2072=19756,19415,9417,17387,2072
7557=19756,14269,7437,10776,7557
15943=19756,8557,186,16859,15943
15109=19756,12809,6681,11471,15109
6182=19756,10005,10972,10456,6182
8751=19756,13142,10042,11117,8751
1257=19756,9903,17437,10683,1257
6767=19756,17585,2549,10658,6767
6124=19756,10853,14243,15860,6124
16628=19756,12122,14846,1627,16628
13434=19756,8700,3022,18223,13434
13632=19756,4666,12005,13973,13632
17030=19756,10678,10706,2671,17030
19655=19756,12702,4165,9711,19655
5557=19756,13470,15543,11157,5557
573=19756,16010,9997,17419,573
15743=19756,5973,10310,1821,15743
15379=19756,11486,1728,18430,15379
17093=19756,5127,8828,12012,17093
9823=19756,6602,6538,1891,9823
14207=19756,8490,8001,14131,14207
8912=19756,3782,12592,8656,8912
14858=19756,4671,17149,11153,14858
11774=19756,7137,5397,3358,11774
1839=19756,11711,11479,16987,1839
9370=19756,19412,621,8020,9370
5971=19756,12998,15584,3282,5971
3334=19756,8977,18675,9069,3334
7958=19756,3177,1215,3245,7958
3256=19756,8715,9915,4926,3256
17158=19756,16783,10046,17021,17158
12666=19756,7990,6108,9633,12666
16948=19756,14380,1802,10336,16948
10211=19756,7254,19064,16189,10211
14229=19756,1019,4644,4377,14229
3848=19756,10579,16649,11343,3848
13276=19756,2953,5636,19011,13276
16855=19756,17676,4656,5748,16855
13879=19756,7153,9111,16633,13879
12092=19756,8587,1300,14961,12092
17347=19756,2984,10860,18781,17347
12038=19756,18868,197,18884,12038
10208=19756,10474,8814,3671,10208
820=19756,17385,3548,3778,820
11245=19756,5207,9684,587,11245
12817=19756,3855,16099,9897,12817
10287=19756,4503,8492,2581,10287
323=19756,18491,17155,9654,323
7937=19756,14770,14611,8209,7937
1016=19756,15321,16136,14921,1016
8039=19756,15509,3976,12114,8039
4061=19756,19288,12037,1674,4061
2047=19756,2057,6914,9840,2047
6104=19756,5939,892,8205,6104
305=19756,6149,8441,15742,305
388=19756,18139,15096,3082,388
16588=19756,17507,9089,3773,16588
3111=19756,1486,2249,4786,3111
16611=19756,11394,7041,778,16611
16296=19756,3514,18500,5734,16296
14090=19756,11960,15071,3124,14090
6153=19756,9873,8233,6606,6153
10761=19756,9148,4634,7295,10761
822=19756,9446,15248,17270,822
8807=19756,13287,15937,12801,8807
165=19756,12698,554,19842,165
18628=19756,8888,14128,18819,18628
13447=19756,16135,19367,8362,13447
2165=19756,11050,19166,382,2165
11948=19756,14838,2876,3459,11948
18692=19756,1653,11377,15024,18692
13928=19756,2860,18867,5142,13928
447=19756,18155,19827,10577,447
720=19756,804,2009,16092,720
4667=19756,5464,1117,13140,4667
16077=19756,12120,774,3791,16077
7843=19756,14549,3180,2199,7843
7193=19756,16607,12584,12540,7193
3870=19756,7901,2669,19128,3870
745=19756,12719,4513,11373,745
11426=19756,3349,782,15771,11426
14742=19756,10241,4312,18018,14742
13181=19756,1532,13704,18594,13181
12245=19756,17101,15544,19315,12245
14901=19756,803,9273,510,14901
15985=19756,3440,15026,8192,15985
1554=19756,12399,6162,17619,1554
14277=19756,6190,4488,4789,14277
3092=19756,14672,1175,15700,3092
608=19756,6741,1332,1386,608
19534=19756,11503,8141,14870,19534
6222=19756,18756,4374,665,6222
8502=19756,18699,5987,1755,8502
1574=19756,1632,4180,17756,1574
1243=19756,19229,17623,4995,1243
18845=19756,15047,2433,19307,18845
2602=19756,177,12111,19418,2602
4778=19756,4427,16428,14311,4778
18981=19756,13529,5621,2704,18981
3083=19756,9510,6973,13647,3083
8685=19756,12326,10716,18750,8685
6895=19756,10485,17085,5440,6895
19904=19756,11500,14634,9702,19904
2480=19756,4984,9314,17280,2480
3104=19756,15624,12203,6115,3104
6956=19756,8121,4718,2921,6956
13562=19756,8078,17991,18151,13562
9120=19756,13044,796,10751,9120
7332=19756,3127,9403,19230,7332
2968=19756,16940,18864,8364,2968
15182=19756,5267,10401,13448,15182
10167=19756,2645,13579,12714,10167
16565=19756,19637,6962,12710,16565
17256=19756,19639,10389,11142,17256
831=19756,4104,12866,10315,831
8094=19756,18964,9981,788,8094
13737=19756,6772,12442,13474,13737
19439=19756,13099,11026,5441,19439
19716=19756,8137,8292,12230,19716
196=19756,14617,13266,18103,196
6563=19756,3706,5851,10708,6563
542=19756,5654,3240,3890,542
10925=19756,3070,12032,11059,10925
7626=19756,17463,11589,14096,7626
14355=19756,6755,8041,2692,14355
16367=19756,2135,7574,7411,16367
9565=19756,7075,2490,9348,9565
15982=19756,16,6435,10409,15982
7343=19756,8290,1434,11201,7343
7757=19756,3290,16675,14734,7757
12422=19756,11132,18170,5171,12422
6168=19756,15311,15240,12892,6168
2119=19756,4522,2268,4663,2119
11181=19756,3073,13253,569,11181
16748=19756,10834,18754,10752,16748
9555=19756,17689,10443,13520,9555
16991=19756,9034,11303,11834,16991
12392=19756,9601,9306,19155,12392
17668=19756,5731,2867,13084,17668
16000=19756,6657,10998,4116,16000
2162=19756,15187,5918,13355,2162
12687=19756,7706,9697,376,12687
12455=19756,18069,9539,1358,12455
15704=19756,3037,10952,8053,15704
8798=19756,1333,18978,1970,8798
17076=19756,8114,3286,7129,17076
18683=19756,14060,1807,3283,18683
5230=19756,17740,4425,15151,5230
1227=19756,15960,7401,1641,1227
14698=19756,1908,4304,15202,14698
14067=19756,9887,19257,9440,14067
17894=19756,11825,14646,14017,17894
5869=19756,15423,15810,1494,5869
3922=19756,12128,2999,12819,3922
8196=19756,6722,11129,19880,8196
12977=19756,6556,16069,18520,12977
6217=19756,2346,17877,6473,6217
13301=19756,2945,3550,2601,13301
15165=19756,18724,4323,6433,15165
19778=19756,4991,9664,14944,19778
12017=19756,6621,14393,7986,12017
13748=19756,19525,4616,12055,13748
6601=19756,18566,19351,16930,6601
9589=19756,18144,17371,7806,9589
19436=19756,335,13289,5974,19436
11382=19756,975,10440,7393,11382
4360=19756,15146,8620,15476,4360
7432=19756,18381,1137,19780,7432
12473=19756,12713,9659,8621,12473
7511=19756,17275,7787,10855,7511
13603=19756,2735,17975,6160,13603
17701=19756,6557,10600,11511,17701
17832=19756,8459,5486,18679,17832
5794=19756,10340,13081,11595,5794
10407=19756,1171,9024,13409,10407
11131=19756,4158,18807,19837,11131
12519=19756,8476,17077,14951,12519
12187=19756,11699,12570,14483,12187
16763=19756,4797,12903,15452,16763
10424=19756,6993,11489,17644,10424
8535=19756,460,17979,2040,8535
15319=19756,12264,14793,9737,15319
5239=19756,9964,8316,15068,5239
16523=19756,640,19758,1347,16523
17918=19756,10473,11520,12278,17918
12561=19756,16098,7094,4650,12561
18842=19756,18346,1485,6877,18842
6097=19756,2663,4352,734,6097
16349=19756,14025,9411,9229,16349
14763=19756,18021,7427,14756,14763
12113=19756,5568,18519,9963,12113
10284=19756,5473,5573,3598,10284
4133=19756,3486,2462,13104,4133
12172=19756,4225,4256,1944,12172
17084=19756,259,14498,14965,17084
14382=19756,3412,14492,16614,14382
10258=19756,6123,1576,6958,10258
8138=19756,11127,16117,15480,8138
18804=19756,2424,19731,17504,18804
252=19756,13645,241,16330,252
2474=19756,18518,17404,8719,2474
19092=19756,17942,6298,12915,19092
9752=19756,10044,3672,2441,9752
11362=19756,17019,15340,9727,11362
8498=19756,3652,14327,5358,8498
18082=19756,16411,298,4071,18082
3341=19756,6730,529,7212,3341
17555=19756,12589,2892,15075,17555
370=19756,3373,13851,1378,370
735=19756,3143,12331,1098,735
16662=19756,17036,19681,10227,16662
5790=19756,19768,7000,17043,5790
15861=19756,4967,19916,3814,15861
15269=19756,12853,16864,12608,15269
5382=19756,83,8891,2107,5382
3170=19756,13207,7661,19004,3170
1126=19756,4405,14686,13285,1126
4222=19756,11876,19590,7451,4222
11553=19756,19658,2726,11614,11553
3601=19756,14535,480,16949,3601
14026=19756,6451,14796,19202,14026
11817=19756,1976,13860,14513,11817
12205=19756,16532,243,17148,12205
6474=19756,16972,7053,14435,6474
12293=19756,4396,11366,6821,12293
14006=19756,18499,7796,16412,14006
1360=19756,2825,11256,15226,1360
14820=19756,16155,13534,9432,14820
19389=19756,9770,841,2133,19389
17386=19756,15917,3933,773,17386
16794=19756,19396,7922,9725,16794
8813=19756,17154,10615,1106,8813
13648=19756,7429,18380,255,13648
6539=19756,12437,13400,5827,6539
2331=19756,19108,7191,6361,2331
9005=19756,16913,11695,12709,9005
17006=19756,16011,14697,9496,17006
4440=19756,19557,7198,365,4440
11757=19756,10720,18940,16943,11757
5217=19756,10037,7621,8470,5217
17785=19756,16169,4985,14222,17785
14188=19756,19743,12174,5585,14188
4259=19756,1149,16598,18680,4259
5664=19756,3877,9960,11459,5664
4982=19756,13600,15503,4913,4982
3134=19756,4019,16076,8613,3134
17861=19756,19621,14645,18817,17861
13149=19756,1753,11857,18282,13149
3223=19756,17759,19371,12924,3223
2405=19756,5107,2750,10639,2405
9463=19756,2566,13297,16429,9463
7194=19756,7842,189,19382,7194
911=19756,1514,3114,9563,911
3579=19756,2193,10625,19993,3579
2469=19756,19180,13999,9984,2469
12705=19756,2237,1899,10157,12705
3731=19756,19322,16080,9181,3731
5034=19756,4167,7020,2296,5034
15386=19756,11297,7435,19943,15386
18568=19756,10877,12554,12641,18568
8422=19756,7062,7035,3481,8422
2373=19756,5332,5855,11406,2373
9008=19756,6654,17059,13458,9008
19861=19756,11724,15400,7418,19861
1977=19756,2859,11422,14499,1977
14013=19756,14848,12186,17593,14013
10525=19756,13429,3041,7791,10525
4129=19756,521,17556,2882,4129
19084=19756,5779,8201,5053,19084
632=19756,9401,17824,4314,632
19997=19756,10232,12020,14333,19997
18332=19756,3615,109,14914,18332
17238=19756,1306,17883,3401,17238
4446=19756,17011,13056,8767,4446
1799=19756,7231,2808,11964,1799
2449=19756,1920,14795,4632,2449
6802=19756,15961,8403,8068,6802
16043=19756,360,19939,17764,16043
6510=19756,12299,10324,17484,6510
9442=19756,1907,8787,11910,9442
5610=19756,486,13117,14736,5610
1563=19756,12506,10904,449,1563
16936=19756,3266,5474,2499,16936
3961=19756,11491,10024,9371,3961
19705=19756,10933,5222,17113,19705
5290=19756,19141,17795,11970,5290
18404=19756,17553,15418,15898,18404
16147=19756,466,2673,5165,16147
483=19756,3944,15909,3859,483
14529=19756,2179,19475,16690,14529
19137=19756,15959,490,7197,19137
10296=19756,5049,8821,9519,10296
9765=19756,8128,2770,11618,9765
10705=19756,4923,6322,18581,10705
11420=19756,18009,7080,6579,11420
17606=19756,6406,19533,17996,17606
3987=19756,1188,6548,9567,3987
15250=19756,10980,8495,16327,15250
1863=19756,9791,5380,985,1863
8111=19756,11507,17778,11250,8111
4998=19756,1678,17383,498,4998
11592=19756,9330,9204,6299,11592
7580=19756,18589,10176,6794,7580
11265=19756,955,7820,12351,11265
17193=19756,12762,11835,13724,17193
8637=19756,718,6014,17065,8637
11294=19756,11698,1225,11018,11294
14437=19756,6429,16874,1943,14437
6727=19756,5309,15709,15046,6727
16241=19756,7760,10354,18052,16241
6011=19756,1296,18129,3965,6011
6083=19756,17908,12990,6196,6083
18131=19756,8190,4060,4178,18131
10973=19756,4613,473,1901,10973
1843=19756,5746,11440,17884,1843
568=19756,12124,15353,15802,568
6819=19756,15511,10977,11869,6819
5712=19756,15019,10235,4560,5712
5850=19756,13485,18168,13539,5850
17200=19756,2717,16177,907,17200
8880=19756,2979,18443,7828,8880
19469=19756,12436,12754,10573,19469
6884=19756,8825,19213,12492,6884
9588=19756,10714,18127,9710,9588
18642=19756,10882,16073,15013,18642
17577=19756,9025,1130,15190,17577
16079=19756,1365,17205,17243,16079
6813=19756,15395,5862,7368,6813
10894=19756,9844,6157,11844,10894
3222=19756,4132,11944,4383,3222
5042=19756,6074,13067,14619,5042
13964=19756,13354,15997,3655,13964
2284=19756,10851,15739,9619,2284
19929=19756,11028,9353,3217,19929
10696=19756,18448,1628,10370,10696
12585=19756,1254,6837,1939,12585
2845=19756,17948,15655,9859,2845
16020=19756,12168,16222,14530,16020
7498=19756,14328,324,5865,7498
16800=19756,2913,19313,11349,16800
9439=19756,10494,5876,8668,9439
484=19756,9444,17378,10183,484
2794=19756,3309,3228,12015,2794
1559=19756,15583,11951,1181,1559
15865=19756,13968,3050,7634,15865
4078=19756,13059,19532,11410,4078
7921=19756,4726,2954,12782,7921
13803=19756,6771,16352,2215,13803
4486=19756,8450,17999,4263,4486
17166=19756,7782,16863,16968,17166
4050=19756,1184,6158,13760,4050
16422=19756,14769,247,1044,16422
16646=19756,3458,3943,16396,16646
123=19756,9773,7131,3215,123
12050=19756,6685,6468,390,12050
2501=19756,6446,19186,7319,2501
16653=19756,6586,13518,2818,16653
8241=19756,2460,17062,3414,8241
12283=19756,6103,16102,10012,12283
15565=19756,1931,18271,18752,15565
1206=19756,14775,19062,7414,1206
13836=19756,6141,9113,1695,13836
8550=19756,14640,18159,13802,8550
4963=19756,16782,12179,12829,4963
10879=19756,1105,18331,7588,10879
15969=19756,11189,2854,16014,15969
15929=19756,9121,3661,12848,15929
3787=19756,1998,12394,15799,3787
11082=19756,4226,10890,13631,11082
15824=19756,7419,1447,13045,15824
3646=19756,4540,19856,7052,3646
5414=19756,10934,964,12704,5414
13019=19756,16414,8116,16042,13019
2362=19756,18210,10616,18671,2362
3774=19756,17307,9728,17242,3774
12925=19756,1584,19493,9347,12925
5373=19756,6179,570,17202,5373
17111=19756,1930,14853,18172,17111
9244=19756,4769,14774,10427,9244
17697=19756,17573,18848,7265,17697
5396=19756,18780,8259,3199,5396
2541=19756,17867,10607,17640,2541
11809=19756,14300,19460,12696,11809
15286=19756,3439,10666,5013,15286
17349=19756,19555,3840,8214,17349
9627=19756,6197,19632,3983,9627
5853=19756,658,10947,6613,5853
8433=19756,10840,8334,14227,8433
11952=19756,8244,19350,16742,11952
10228=19756,166,11021,2366,10228
17044=19756,18285,16154,8257,17044
14432=19756,11212,9692,9833,14432
9790=19756,18508,14043,18025,9790
18195=19756,12504,17974,6513,18195
14200=19756,56,2732,11828,14200
10467=19756,3820,795,12633,10467
1462=19756,8368,15930,1310,1462
5843=19756,19372,14995,2562,5843
11787=19756,14859,8339,1334,11787
2729=19756,10917,5724,11498,2729
11601=19756,7143,13602,15488,11601
18725=19756,3126,11510,8525,18725
6493=19756,3090,1020,188,6493
17418=19756,19691,10985,12655,17418
2431=19756,11346,6825,17769,2431
8343=19756,7998,8396,13425,8343
7614=19756,9177,13281,17817,7614
8167=19756,3169,6910,17600,8167
10916=19756,2063,10656,7992,10916
19610=19756,1041,8122,14082,19610
5914=19756,17281,15566,232,5914
18681=19756,15570,6955,10539,18681
7346=19756,6846,15687,12051,7346
15601=19756,16323,10802,11322,15601
5495=19756,13540,12449,8409,5495
2171=19756,1846,17292,7033,2171
12792=19756,6744,17052,8163,12792
2041=19756,3758,9217,1572,2041
11669=19756,14196,6401,17228,11669
10459=19756,14625,10367,10536,10459
3115=19756,4738,16219,16438,3115
2805=19756,17560,10581,10453,2805
3040=19756,7876,12236,8622,3040
2348=19756,17805,11211,5874,2348
4430=19756,17294,13901,12322,4430
12467=19756,16458,14916,13329,12467
9480=19756,9824,9052,13546,9480
3833=19756,10645,6925,9076,3833
9019=19756,11350,169,11327,9019
17285=19756,2707,3988,9153,17285
9056=19756,4112,12706,855,9056
12341=19756,13939,5946,10092,12341
16470=19756,5417,5371,1637,16470
14613=19756,14533,18629,13970,14613
8968=19756,2018,18707,10402,8968
15936=19756,19446,1094,7599,15936
9151=19756,4699,133,7227,9151
15417=19756,19091,4138,2990,15417
12275=19756,10504,1492,6488,12275
5552=19756,9814,8071,16919,5552
19098=19756,2081,18001,8238,19098
12515=19756,14280,12,15554,12515
16857=19756,14337,8380,1697,16857
14185=19756,6641,6463,669,14185
660=19756,6331,2065,151,660
17161=19756,7007,14310,17012,17161
18669=19756,13041,3377,14497,18669
5157=19756,17806,16512,3606,5157
11042=19756,19404,7786,10029,11042
1138=19756,17335,11341,13573,1138
18244=19756,7138,11734,1249,18244
8783=19756,4647,3936,10406,8783
1010=19756,8051,12970,19020,1010
16973=19756,6753,13971,2502,16973
15575=19756,13583,363,12909,15575
12285=19756,16087,10912,19039,12285
15224=19756,19394,19779,15693,15224
8251=19756,13370,15897,11476,8251
19326=19756,9018,18995,13743,19326
5637=19756,8797,18003,17944,5637
19645=19756,18266,15889,584,19645
7228=19756,17572,12290,2330,7228
5088=19756,6861,8705,5793,5088
9870=19756,9459,3354,3031,9870
1401=19756,19973,17056,10808,1401
1024=19756,9634,3669,14039,1024
7241=19756,10416,9397,17768,7241
14576=19756,6484,15525,18355,14576
11014=19756,18104,11443,16683,11014
18536=19756,9410,15652,17169,18536
14808=19756,2429,5468,6779,14808
16105=19756,17455,2761,9680,16105
7084=19756,7576,11957,871,7084
16481=19756,979,14002,6313,16481
2959=19756,19802,450,9014,2959
14520=19756,14954,7276,12320,14520
8920=19756,10685,1201,2529,8920
16605=19756,18061,8683,12949,16605
1440=19756,13881,14678,393,1440
2680=19756,17403,3713,1216,2680
8555=19756,13490,12562,10589,8555
15354=19756,7201,4803,2206,15354
16195=19756,9931,3857,16792,16195
6495=19756,15500,9660,12618,6495
6782=19756,17091,9739,12907,6782
16814=19756,11890,10546,15236,16814
16507=19756,5845,10481,9932,16507
8947=19756,9495,8320,1123,8947
19910=19756,4520,18979,5783,19910
19554=19756,6147,2869,17117,19554
11022=19756,11606,6930,16083,11022
18627=19756,16199,10841,16769,18627
18598=19756,2917,14519,5482,18598
19474=19756,18482,11712,11962,19474
3268=19756,14818,15194,2035,3268
13900=19756,16307,3032,15447,13900
4952=19756,4761,9857,7251,4952
13379=19756,4597,645,347,13379
13551=19756,4779,18911,4533,13551
17695=19756,1139,4978,4124,17695
10040=19756,12169,4953,9740,10040
1525=19756,15466,13366,13192,1525
10544=19756,7054,15362,10163,10544
1009=19756,12790,5191,7407,1009
7929=19756,7122,8907,5036,7929
16834=19756,5657,4840,7133,16834
16462=19756,15779,11330,15136,16462
13698=19756,9835,3039,8591,13698
19866=19756,14084,7092,968,19866
429=19756,19521,13621,9083,429
17448=19756,3951,3810,5579,17448
6383=19756,12138,5710,17856,6383
5209=19756,781,10756,7948,5209
12542=19756,2256,18086,12920,12542
4752=19756,5599,472,10186,4752
17410=19756,18505,1374,15160,17410
17496=19756,1457,5832,5569,17496
16790=19756,4460,3894,11863,16790
6075=19756,2223,939,7915,6075
19283=19756,8996,6356,3018,19283
3324=19756,1947,15735,2068,3324
11228=19756,1060,17858,19337,11228
18863=19756,13985,15992,19317,18863
9488=19756,2155,19018,5994,9488
19998=19756,13816,19543,16935,19998
3897=19756,1375,1045,4688,3897
1529=19756,10974,2607,17716,1529
6277=19756,13095,411,11558,6277
16056=19756,9142,4197,7210,16056
8952=19756,18149,13854,539,8952
8942=19756,8659,9412,17680,8942
19074=19756,13386,16457,9257,19074
17005=19756,12730,9119,16673,17005
5829=19756,11986,7552,326,5829
1370=19756,4097,14293,9709,1370
7378=19756,6754,2535,12675,7378
776=19756,17780,4867,18056,776
3326=19756,15201,9940,14399,3326
12673=19756,1513,19158,14964,12673
13279=19756,12548,2614,14682,13279
13611=19756,11223,3080,16093,13611
4054=19756,11043,954,8624,4054
1443=19756,6360,10549,19546,1443
7566=19756,8389,2676,18014,7566
14687=19756,9972,11909,9947,14687
1318=19756,12897,16057,3648,1318
13380=19756,14041,9361,14792,13380
18386=19756,8955,16526,15110,18386
7105=19756,7371,19954,7424,7105
1579=19756,17523,12333,7971,1579
17079=19756,16332,10566,16233,17079
5893=19756,16016,12249,7880,5893
17638=19756,18241,10493,8536,17638
5212=19756,7065,5743,9650,5212
6590=19756,9012,3642,13549,6590
4455=19756,9383,12234,14558,4455
16445=19756,6450,19788,16192,16445
10341=19756,15878,10477,1354,10341
297=19756,5117,18509,1679,297
13349=19756,5350,5653,7120,13349
477=19756,389,14068,6626,477
10605=19756,12691,6442,19680,10605
8113=19756,17815,12075,7865,8113
8985=19756,19032,3928,1881,8985
12143=19756,15782,5334,17380,12143
12448=19756,12813,3891,15409,12448
3572=19756,2158,5488,3567,3572
7214=19756,6693,14394,6428,7214
10375=19756,2661,7344,19043,10375
1180=19756,11867,3781,343,1180
11328=19756,13907,8526,3069,11328
16309=19756,9892,1239,13976,16309
4345=19756,7305,7039,4335,4345
6844=19756,11441,14553,6121,6844
12292=19756,6068,17960,11627,12292
9351=19756,7232,18646,14501,9351
1081=19756,11797,17853,8795,1081
16324=19756,7452,307,12180,16324
9020=19756,3775,19100,10464,9020
2880=19756,8174,11680,6568,2880
6489=19756,12609,2003,7243,6489
9523=19756,9918,8876,11565,9523
19679=19756,6120,5392,2563,19679
17022=19756,3248,19770,11754,17022
11073=19756,9542,5752,1172,11073
14968=19756,18953,206,17487,14968
18358=19756,7593,9967,9902,18358
550=19756,15512,1617,8667,550
5618=19756,654,8081,5576,5618
9425=19756,19539,3002,14581,9425
5539=19756,15755,14009,18215,5539
10697=19756,3057,1984,17874,10697
16361=19756,12579,3603,7493,16361
7026=19756,14730,7636,4574,7026
4028=19756,4438,4483,18242,4028
8005=19756,18055,2114,14387,8005
17296=19756,4762,8848,14584,17296
2061=19756,5116,13604,3250,2061
11667=19756,1770,6506,19203,11667
12919=19756,1593,14134,7450,12919
14374=19756,17031,15348,15793,14374
6159=19756,18831,16268,10219,6159
18955=19756,15228,10580,3328,18955
10828=19756,17289,816,17491,10828
263=19756,4402,14836,12224,263
13208=19756,5356,4541,7997,13208
5113=19756,6136,12956,17257,5113
10688=19756,9494,19452,3985,10688
8582=19756,16383,17545,16012,8582
19771=19756,15029,16203,1376,19771
1330=19756,12727,7943,303,1330
11842=19756,1356,10462,15674,11842
17711=19756,10888,2084,18486,17711
4735=19756,1588,5370,1808,4735
17672=19756,9485,9550,11722,17672
11860=19756,6839,13601,16540,11860
2395=19756,5814,18145,9719,2395
14057=19756,8026,7374,11497,14057
6107=19756,2916,7506,13503,6107
7261=19756,4979,10677,1304,7261
15677=19756,19219,3906,19715,15677
3955=19756,15589,12583,16471,3955
160=19756,12131,9228,9422,160
13036=19756,10394,9858,12406,13036
3360=19756,1,19088,11418,3360
14707=19756,1264,5007,18111,14707
9438=19756,13397,3882,10982,9438
2318=19756,4635,13739,6384,2318
10741=19756,6078,7751,9009,10741
19361=19756,6546,19201,689,19361
17106=19756,2564,2941,1589,17106
1320=19756,3495,12804,10537,1320
3898=19756,5665,17244,1159,3898
15304=19756,12567,17308,3509,15304
4255=19756,18535,2208,16635,4255
4023=19756,14800,13775,1134,4023
12693=19756,8962,12552,5758,12693
18201=19756,12404,7685,10002,18201
8736=19756,18718,6533,4324,8736
18193=19756,10987,14052,1115,18193
4400=19756,15210,19684,15252,4400
3818=19756,14116,1110,18314,3818
14379=19756,18765,12538,7801,14379
1798=19756,1724,8603,3262,1798
18461=19756,2259,3899,18749,18461
2604=19756,15088,4015,27,2604
19611=19756,8901,1407,4458,19611
14873=19756,3016,16942,4403,14873
13102=19756,3632,8213,15667,13102
7042=19756,19807,16496,3884,7042
12034=19756,3654,13597,8722,12034
15320=19756,8939,18832,8299,15320
18998=19756,19708,8198,19930,18998
6678=19756,3805,16358,8969,6678
7370=19756,8773,8958,2788,7370
17612=19756,5624,18284,7269,17612
10111=19756,13309,17123,17879,10111
786=19756,5760,14454,10948,786
17460=19756,8737,16401,10253,17460
10248=19756,14706,16039,18841,10248
17706=19756,13364,13791,11974,17706
18582=19756,7571,12355,2123,18582
64=19756,5921,12443,1224,64
17024=19756,11434,1179,13839,17024
14246=19756,1213,19216,7527,14246
15763=19756,13264,16347,14370,15763
4448=19756,16127,522,17521,4448
11365=19756,6849,15465,1155,11365
14171=19756,7334,17121,16247,14171
2310=19756,105,6815,4695,2310
5225=19756,16348,19106,4215,5225
16392=19756,12253,7492,15432,16392
4971=19756,19147,4196,7155,4971
1886=19756,10981,19801,10423,1886
4043=19756,4413,1223,10450,4043
8448=19756,18893,14413,17814,8448
13483=19756,5489,6293,16256,13483
4973=19756,5059,14302,15494,4973
3277=19756,9048,8592,13951,3277
950=19756,5547,8650,2569,950
18116=19756,13053,19329,3694,18116
1244=19756,17168,11267,14555,1244
14764=19756,2699,11710,16143,14764
11190=19756,18962,14455,15383,11190
11301=19756,3722,12531,11360,11301
15839=19756,4145,1569,13932,15839
5321=19756,1416,9190,2486,5321
8008=19756,9941,12740,10449,8008
1995=19756,16883,11321,2932,1995
9062=19756,10451,19226,6004,9062
6312=19756,12211,9784,3033,6312
8772=19756,739,4126,18058,8772
19325=19756,16719,11928,4516,19325
8507=19756,9781,18875,9924,8507
15760=19756,8663,18960,4044,15760
10245=19756,12459,667,14338,10245
17807=19756,11251,16963,2700,17807
17171=19756,4961,8262,8857,17171
5571=19756,18631,4612,33,5571
19240=19756,13439,14298,14014,19240
1221=19756,5938,8173,3408,1221
9418=19756,16928,8153,1587,9418
19970=19756,8077,15774,13512,19970
13531=19756,9626,933,18194,13531
878=19756,14187,12881,13796,878
5809=19756,16554,13774,1141,5809
15701=19756,9225,3978,15085,15701
3483=19756,11105,7177,140,3483
7772=19756,13185,15657,6212,7772
17100=19756,8970,6424,9095,17100
19834=19756,10516,13527,85,19834
1500=19756,7697,6150,764,1500
15533=19756,3749,4660,18635,15533
8570=19756,11242,11725,17439,8570
19486=19756,226,5052,3212,19486
10647=19756,821,2740,9377,10647
11911=19756,15707,16757,15857,11911
2414=19756,18757,5419,17880,2414
5709=19756,6371,7125,15694,5709
19984=19756,9317,6673,10114,19984
5877=19756,16317,17389,16731,5877
4567=19756,16663,3885,1965,4567
8997=19756,108,11187,18755,8997
471=19756,3482,8678,9676,471
19833=19756,1668,8279,18136,19833
19434=19756,6144,19732,9826,19434
16715=19756,15515,13163,15251,16715
15392=19756,19494,19987,2662,15392
12011=19756,5123,10992,10089,12011
17303=19756,2888,19688,14234,17303
9842=19756,10275,16694,16785,9842
14575=19756,1895,17341,12099,14575
17907=19756,2960,17684,1650,17907
16862=19756,5826,4409,5004,16862
2791=19756,19766,17851,4775,2791
11092=19756,16207,16005,18325,11092
15193=19756,13132,2352,7463,15193
2897=19756,6418,13203,13844,2897
19479=19756,567,11108,3714,19479
2078=19756,6457,1712,18042,2078
11024=19756,13726,6518,1777,11024
2245=19756,14339,3347,9968,2245
4911=19756,9277,13100,8377,4911
18903=19756,8336,7069,2540,18903
12960=19756,7333,5507,17427,12960
4989=19756,19285,19876,8584,4989
18711=19756,1069,4364,3101,18711
